f_idm,N_idr,a_idm_dr,nindex_idm_dr,idr_nature,omega_b,omega_cdm,H0,tau_reio,logA,n_s,A_planck,Omega_m,sigma8,S8,rs_drag,age,idmdr_chi2_data,lcdm_chi2_data,delta_chi2_data_idmdr_minus_lcdm,idmdr_calibration_penalty,lcdm_calibration_penalty,idmdr_chi2_eff,lcdm_chi2_eff,delta_chi2_eff_idmdr_minus_lcdm,equal_dimension_delta_AIC,local_one_coordinate_delta_AIC,conservative_three_coordinate_delta_AIC
0.0035,0.02,47612.96,4,free_streaming,0.022536034,0.1180372,68.508092,0.070244317,3.0706545,0.97154657,1.0001052,0.300887658174,0.815731209929,0.816937136006,147.334417218,13.7439109131,2426.320647091497,2427.604184715953,-1.2835376244561303,0.0017707263999971882,0.024593766976003437,2426.322417817897,2427.628778482929,-1.3063606650321162,-1.3063606650321162,0.6936393349678838,4.693639334967884
